sample	seedcat	seed	cof	site	mus	bar	obs	rumbo	rumbcat	pool	abseed	abper	obs1	obs2	obs3	obs4	or1	or2	or3	or4	or5	long	alt	potseed	potmus	potper	pendiente
217	3	30	15020	4	5	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	20.5	1.8	36	28	13.5	0.24
218	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	21	1.92	36	28	13.5	0.26
219	2	15	15020	4	5	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	21.5	2.05	36	28	13.5	0.26
220	1	0	15020	4	30	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	22	2.18	36	28	13.5	0.26
221	1	5	15020	4	5	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	22.5	2.31	36	28	13.5	-0.02
222	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	23	2.3	36	28	13.5	0.00
223	1	0	15020	4	10	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	23.5	2.3	36	28	13.5	-0.02
224	2	10	15020	4	15	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	24	2.29	36	28	13.5	0.00
225	2	15	15020	4	15	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	24.5	2.29	36	28	13.5	-0.02
226	1	5	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	25	2.28	36	28	13.5	0.00
227	2	10	15020	4	10	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	25.5	2.28	36	28	13.5	-0.02
228	2	20	15020	4	20	0	4	261	4	15	3	3	0	0	0	1	0	0	0	1	0	26	2.27	36	28	13.5	0.00
229	2	20	15020	4	10	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	26.5	2.27	36	28	13.5	-0.02
230	2	15	15020	4	10	5	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	27	2.26	36	28	13.5	-0.02
231	1	0	15020	4	10	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	27.5	2.25	36	28	13.5	0.00
232	2	10	15020	4	10	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	28	2.25	36	28	13.5	-0.02
233	2	10	15020	4	15	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	28.5	2.24	36	28	13.5	0.00
234	2	20	15020	4	20	0	4	261	4	15	3	3	0	0	0	1	0	0	0	1	0	29	2.24	36	28	13.5	-0.02
235	1	5	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	29.5	2.23	36	28	13.5	0.00
236	1	5	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	30	2.23	36	28	13.5	-0.02
237	2	15	15020	4	5	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	30.5	2.22	36	28	13.5	0.00
238	2	10	15020	4	5	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	31	2.22	36	28	13.5	-0.02
239	1	5	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	31.5	2.21	36	28	13.5	-0.42
240	1	5	15020	4	5	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	32	2	36	28	13.5	-0.44
241	1	0	15020	4	20	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	32.5	1.78	36	28	13.5	-0.42
242	1	0	15020	4	10	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	33	1.57	36	28	13.5	-0.44
243	1	0	15020	4	10	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	33.5	1.35	36	28	13.5	-0.42
244	1	0	15020	4	10	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	34	1.14	36	28	13.5	-0.44
245	1	0	15020	4	15	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	34.5	0.92	36	28	13.5	-0.42
246	1	0	15020	4	0	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	35	0.71	36	28	13.5	0.70
247	1	0	15020	4	15	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	35.5	1.06	36	28	13.5	0.70
248	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	36	1.41	36	28	13.5	0.70
249	1	0	15020	4	40	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	36.5	1.76	36	28	13.5	0.70
250	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	37	2.11	36	28	13.5	0.70
251	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	37.5	2.46	36	28	13.5	0.70
252	1	5	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	38	2.81	36	28	13.5	0.70
253	1	0	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	0	0.14	19.5	18	12	0.60
254	1	0	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	0.5	0.44	19.5	18	12	0.60
255	1	0	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	1	0.74	19.5	18	12	0.60
256	3	30	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	1.5	1.04	19.5	18	12	0.60
257	2	25	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	2	1.34	19.5	18	12	0.60
258	2	25	15020	5	0	0	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	2.5	1.64	19.5	18	12	0.60
259	3	40	15020	5	0	20	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	3	1.94	19.5	18	12	0.60
260	2	10	15020	5	0	10	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	3.5	2.24	19.5	18	12	-0.08
261	3	40	15020	5	0	10	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	4	2.2	19.5	18	12	-0.10
262	2	25	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	4.5	2.15	19.5	18	12	-0.08
263	3	30	15020	5	0	0	4	302	5	15	3.5	4	0	0	0	1	0	0	0	0	1	5	2.11	19.5	18	12	-0.08
264	3	30	15020	5	0	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	5.5	2.07	19.5	18	12	-0.08
265	2	25	15020	5	0	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	6	2.03	19.5	18	12	-0.10
266	3	30	15020	5	0	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	6.5	1.98	19.5	18	12	-0.08
267	1	5	15020	5	5	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	7	1.94	19.5	18	12	0.02
268	2	10	15020	5	5	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	7.5	1.95	19.5	18	12	0.02
269	2	20	15020	5	0	0	4	302	5	15	3.5	4	0	0	0	1	0	0	0	0	1	8	1.96	19.5	18	12	0.02
270	2	20	15020	5	0	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	8.5	1.97	19.5	18	12	0.02
271	2	15	15020	5	20	5	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	9	1.98	19.5	18	12	0.04
272	2	10	15020	5	5	0	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	9.5	2	19.5	18	12	0.02
273	2	15	15020	5	30	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	10	2.01	19.5	18	12	0.02
274	1	5	15020	5	5	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	10.5	2.02	19.5	18	12	0.02
275	2	20	15020	5	30	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	11	2.03	19.5	18	12	0.02
276	2	20	15020	5	10	0	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	11.5	2.04	19.5	18	12	-0.20
277	2	25	15020	5	0	0	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	12	1.94	19.5	18	12	-0.20
278	1	0	15020	5	5	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	12.5	1.84	19.5	18	12	-0.20
279	1	0	15020	5	0	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	13	1.74	19.5	18	12	-0.20
280	1	0	15020	5	5	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	13.5	1.64	19.5	18	12	-0.20
281	1	0	15020	5	0	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	14	1.54	19.5	18	12	0.34
282	1	0	15020	5	5	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	14.5	1.71	19.5	18	12	0.34
283	1	0	15020	5	0	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	15	1.88	19.5	18	12	0.34
284	1	0	15020	5	10	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	15.5	2.05	19.5	18	12	0.34
285	1	0	15020	5	5	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	16	2.22	19.5	18	12	0.32
286	1	0	15020	5	10	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	16.5	2.38	19.5	18	12	0.34
287	1	0	15020	5	5	0	2	302	5	15	3.5	4	0	1	0	0	0	0	0	0	1	17	2.55	19.5	18	12	0.34
288	1	0	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	17.5	2.72	19.5	18	12	0.34
289	1	5	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	18	2.89	19.5	18	12	0.34
290	2	20	15020	5	15	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	18.5	3.06	19.5	18	12	0.34
291	2	10	15020	5	40	0	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	19	3.23	19.5	18	12	0.34
292	2	20	15020	5	10	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	19.5	3.4	19.5	18	12	0.34
293	2	20	15020	5	35	5	3	302	5	15	3.5	4	0	0	1	0	0	0	0	0	1	20	3.57	19.5	18	12	0.32
294	3	40	15020	5	10	5	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	20.5	3.73	19.5	18	12	0.34
295	2	10	15020	5	10	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	21	3.9	19.5	18	12	0.34
296	1	0	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	21.5	4.07	19.5	18	12	0.34
297	1	0	15020	5	0	0	1	302	5	15	3.5	4	1	0	0	0	0	0	0	0	1	22	4.24	19.5	18	12	0.34
298	1	0	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	0	0.66	8.5	3.5	3.5	0.34
299	2	20	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	0.5	0.83	8.5	3.5	3.5	0.32
300	3	30	15020	6	0	0	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	1	0.99	8.5	3.5	3.5	0.34
301	2	20	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	1.5	1.16	8.5	3.5	3.5	0.10
302	1	0	15020	6	0	0	2	220	4	5	3	2	0	1	0	0	0	0	0	1	0	2	1.21	8.5	3.5	3.5	0.10
303	1	0	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	2.5	1.26	8.5	3.5	3.5	0.10
304	2	15	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	3	1.31	8.5	3.5	3.5	0.10
305	3	40	15020	6	0	0	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	3.5	1.36	8.5	3.5	3.5	0.66
306	3	30	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	4	1.69	8.5	3.5	3.5	0.68
307	4	55	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	4.5	2.03	8.5	3.5	3.5	0.66
308	4	90	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	5	2.36	8.5	3.5	3.5	0.34
309	2	10	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	5.5	2.53	8.5	3.5	3.5	0.32
310	3	30	15020	6	0	0	4	220	4	5	3	2	0	0	0	1	0	0	0	1	0	6	2.69	8.5	3.5	3.5	0.34
311	1	5	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	6.5	2.86	8.5	3.5	3.5	0.00
312	1	5	15020	6	20	5	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	7	2.86	8.5	3.5	3.5	-0.40
313	1	0	15020	6	30	5	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	7.5	2.66	8.5	3.5	3.5	0.40
314	1	5	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	8	2.86	8.5	3.5	3.5	0.36
315	1	0	15020	6	0	0	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	8.5	3.04	8.5	3.5	3.5	0.36
316	1	5	15020	6	0	0	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	9	3.22	8.5	3.5	3.5	0.36
317	1	0	15020	6	0	0	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	9.5	3.4	8.5	3.5	3.5	0.36
318	1	0	15020	6	0	0	3	220	4	5	3	2	0	0	1	0	0	0	0	1	0	10	3.58	8.5	3.5	3.5	0.36
319	1	0	15020	6	0	0	1	220	4	5	3	2	1	0	0	0	0	0	0	1	0	10.5	3.76	8.5	3.5	3.5	0.36
320	1	0	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	0	0.62	10	9	4.5	0.22
321	1	0	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	0.5	0.73	10	9	4.5	0.22
322	1	0	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	1	0.84	10	9	4.5	0.22
323	1	5	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	1.5	0.95	10	9	4.5	0.22
324	2	15	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	2	1.06	10	9	4.5	0.24
325	2	10	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	2.5	1.18	10	9	4.5	0.22
326	2	15	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	3	1.29	10	9	4.5	0.22
327	2	15	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	3.5	1.4	10	9	4.5	0.22
328	2	10	15020	7	20	10	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	4	1.51	10	9	4.5	0.22
329	2	10	15020	7	15	0	2	330	5	10	3	3	0	1	0	0	0	0	0	0	1	4.5	1.62	10	9	4.5	0.86
330	2	20	15020	7	15	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	5	2.05	10	9	4.5	0.88
331	1	5	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	5.5	2.49	10	9	4.5	0.86
332	1	5	15020	7	15	1	3	330	5	10	3	3	0	0	1	0	0	0	0	0	1	6	2.92	10	9	4.5	-0.14
333	2	10	15020	7	20	5	3	330	5	10	3	3	0	0	1	0	0	0	0	0	1	6.5	2.85	10	9	4.5	-0.12
334	1	0	15020	7	0	5	3	330	5	10	3	3	0	0	1	0	0	0	0	0	1	7	2.79	10	9	4.5	-0.14
335	2	10	15020	7	10	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	7.5	2.72	10	9	4.5	-0.14
336	1	0	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	8	2.65	10	9	4.5	-0.12
337	1	5	15020	7	15	0	3	330	5	10	3	3	0	0	1	0	0	0	0	0	1	8.5	2.59	10	9	4.5	-0.14
338	1	0	15020	7	15	0	2	330	5	10	3	3	0	1	0	0	0	0	0	0	1	9	2.52	10	9	4.5	0.50
339	2	10	15020	7	20	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	9.5	2.77	10	9	4.5	0.50
340	1	0	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	10	3.02	10	9	4.5	0.06
341	1	5	15020	7	10	0	2	330	5	10	3	3	0	1	0	0	0	0	0	0	1	10.5	3.05	10	9	4.5	0.08
342	1	0	15020	7	0	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	11	3.09	10	9	4.5	0.06
343	1	1	15020	7	5	0	1	330	5	10	3	3	1	0	0	0	0	0	0	0	1	11.5	3.12	10	9	4.5	0.06
344	1	0	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	0	0.65	22.5	20	6.5	0.36
345	1	0	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	0.5	0.83	22.5	20	6.5	0.36
346	3	30	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	1	1.01	22.5	20	6.5	0.36
347	3	30	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	1.5	1.19	22.5	20	6.5	0.36
348	3	30	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	2	1.37	22.5	20	6.5	0.36
349	3	40	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	2.5	1.55	22.5	20	6.5	0.36
350	2	20	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	3	1.73	22.5	20	6.5	0.36
351	3	40	15020	8	0	15	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	3.5	1.91	22.5	20	6.5	0.36
352	2	20	15020	8	10	15	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	4	2.09	22.5	20	6.5	0.36
353	2	10	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	4.5	2.27	22.5	20	6.5	0.36
354	2	25	15020	8	15	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	5	2.45	22.5	20	6.5	-0.02
355	2	10	15020	8	20	0	4	302	5	20	3	2	0	0	0	1	0	0	0	0	1	5.5	2.44	22.5	20	6.5	-0.04
356	2	10	15020	8	10	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	6	2.42	22.5	20	6.5	-0.02
357	2	10	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	6.5	2.41	22.5	20	6.5	-0.04
358	2	20	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	7	2.39	22.5	20	6.5	-0.02
359	2	10	15020	8	0	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	7.5	2.38	22.5	20	6.5	-0.04
360	2	10	15020	8	10	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	8	2.36	22.5	20	6.5	-0.02
361	2	20	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	8.5	2.35	22.5	20	6.5	-0.02
362	2	10	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	9	2.34	22.5	20	6.5	-0.04
363	1	0	15020	8	10	0	4	302	5	20	3	2	0	0	0	1	0	0	0	0	1	9.5	2.32	22.5	20	6.5	-0.02
364	1	5	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	10	2.31	22.5	20	6.5	-0.04
365	2	15	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	10.5	2.29	22.5	20	6.5	-0.02
366	2	20	15020	8	0	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	11	2.28	22.5	20	6.5	-0.04
367	2	10	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	11.5	2.26	22.5	20	6.5	-0.02
368	2	15	15020	8	5	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	12	2.25	22.5	20	6.5	-1.00
369	2	25	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	12.5	1.75	22.5	20	6.5	-1.00
370	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	13	1.25	22.5	20	6.5	0.34
371	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	13.5	1.42	22.5	20	6.5	0.32
372	1	0	15020	8	0	0	4	302	5	20	3	2	0	0	0	1	0	0	0	0	1	14	1.58	22.5	20	6.5	0.34
373	2	10	15020	8	15	0	4	302	5	20	3	2	0	0	0	1	0	0	0	0	1	14.5	1.75	22.5	20	6.5	-0.80
374	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	15	1.35	22.5	20	6.5	-0.80
375	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	15.5	0.95	22.5	20	6.5	0.30
376	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	16	1.1	22.5	20	6.5	0.28
377	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	16.5	1.24	22.5	20	6.5	0.30
378	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	17	1.39	22.5	20	6.5	0.30
379	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	17.5	1.54	22.5	20	6.5	0.30
380	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	18	1.69	22.5	20	6.5	0.28
381	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	18.5	1.83	22.5	20	6.5	0.30
382	1	0	15020	8	0	0	2	302	5	20	3	2	0	1	0	0	0	0	0	0	1	19	1.98	22.5	20	6.5	0.30
383	1	0	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	19.5	2.13	22.5	20	6.5	0.28
384	2	10	15020	8	20	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	20	2.27	22.5	20	6.5	0.30
385	2	25	15020	8	5	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	20.5	2.42	22.5	20	6.5	0.30
386	1	0	15020	8	0	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	21	2.57	22.5	20	6.5	0.28
387	2	20	15020	8	0	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	21.5	2.71	22.5	20	6.5	0.30
388	2	20	15020	8	0	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	22	2.86	22.5	20	6.5	0.30
389	2	25	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	22.5	3.01	22.5	20	6.5	0.30
390	2	20	15020	8	0	0	1	302	5	20	3	2	1	0	0	0	0	0	0	0	1	23	3.16	22.5	20	6.5	0.28
391	2	10	15020	8	10	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	23.5	3.3	22.5	20	6.5	0.30
392	1	0	15020	8	5	0	3	302	5	20	3	2	0	0	1	0	0	0	0	0	1	24	3.45	22.5	20	6.5	0.30
393	1	0	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	0	0.65	7	8	0	0.18
394	1	0	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	0.5	0.74	7	8	0	0.18
395	1	0	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	1	0.83	7	8	0	0.18
396	1	0	15020	9	0	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	1.5	0.92	7	8	0	0.18
397	1	0	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	2	1.01	7	8	0	0.18
398	1	5	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	2.5	1.1	7	8	0	0.20
399	1	5	15020	9	5	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	3	1.2	7	8	0	0.18
400	1	0	15020	9	0	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	3.5	1.29	7	8	0	0.18
401	2	10	15020	9	0	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	4	1.38	7	8	0	0.18
402	2	20	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	4.5	1.47	7	8	0	0.18
403	2	10	15020	9	5	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	5	1.56	7	8	0	0.18
404	3	40	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	5.5	1.65	7	8	0	0.18
405	2	15	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	6	1.74	7	8	0	0.18
406	1	5	15020	9	35	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	6.5	1.83	7	8	0	0.18
407	2	10	15020	9	20	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	7	1.92	7	8	0	0.18
408	3	30	15020	9	0	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	7.5	2.01	7	8	0	0.18
409	2	20	15020	9	0	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	8	2.1	7	8	0	0.20
410	2	10	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	8.5	2.2	7	8	0	0.18
411	1	0	15020	9	5	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	9	2.29	7	8	0	0.18
412	1	5	15020	9	0	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	9.5	2.38	7	8	0	0.18
413	1	0	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	10	2.47	7	8	0	0.18
414	1	0	15020	9	5	0	3	346	5	5	2	0	0	0	1	0	0	0	0	0	1	10.5	2.56	7	8	0	0.18
415	1	0	15020	9	0	0	1	346	5	5	2	0	1	0	0	0	0	0	0	0	1	11	2.65	7	8	0	0.18
416	1	0	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	0	0.57	9.5	9	0	0.18
417	1	0	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	0.5	0.66	9.5	9	0	0.18
418	1	0	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	1	0.75	9.5	9	0	0.20
419	1	1	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	1.5	0.85	9.5	9	0	0.18
420	1	5	15023	10	5	0	3	192	4	20	2	0	0	0	1	0	0	0	0	1	0	2	0.94	9.5	9	0	0.18
421	1	5	15023	10	5	0	3	192	4	20	2	0	0	0	1	0	0	0	0	1	0	2.5	1.03	9.5	9	0	0.18
422	1	1	15023	10	5	0	3	192	4	20	2	0	0	0	1	0	0	0	0	1	0	3	1.12	9.5	9	0	0.18
423	1	5	15023	10	5	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	3.5	1.21	9.5	9	0	0.18
424	1	1	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	4	1.3	9.5	9	0	0.20
425	1	1	15023	10	1	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	4.5	1.4	9.5	9	0	0.18
426	3	50	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	5	1.49	9.5	9	0	0.18
427	3	30	15023	10	0	0	3	192	4	20	2	0	0	0	1	0	0	0	0	1	0	5.5	1.58	9.5	9	0	0.18
428	1	5	15023	10	0	0	1	192	4	20	2	0	1	0	0	0	0	0	0	1	0	6	1.67	9.5	9	0	0.18
